,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
1178,BSU_14860,pycA,1554185,1557631,1,1554158,A,1554140,1554158,1554115,1554133
1179,BSU_14870,ctaA,1558034,1558954,-1,1558982,E,1558962,1558980,1558939,1558957
1180,BSU_14880,ctaB,1559309,1560226,1,1559111,A,1559091,1559109,1559067,1559085
1183,BSU_14910,ctaE,1563437,1564060,1,1559218,A,1559198,1559216,1559175,1559193
1186,BSU_14940,ylbA,1565347,1565709,-1,1565745,A,1565726,1565744,1565700,1565718
1187,BSU_14950,ylbB,1565849,1566295,1,1565755,"?, F, G",1565737,1565755,1565712,1565730
1188,BSU_14960,ylbC,1566379,1567419,1,1565905,A,1565886,1565904,1565861,1565879
1189,BSU_14970,ylbD,1567651,1568049,1,1567621,K,1567603,1567621,1567576,1567594
1190,BSU_14990,ylbF,1568420,1568869,1,1568394,A,1568376,1568394,1568350,1568368
1192,BSU_misc_RNA_23,ylbH_csfG,1569198,1569319,1,1569427,A,1569407,1569425,1569384,1569402
1193,new_1569226_1569349_c,csfG,1569226,1569349,-1,1569357,"F, G",1569337,1569355,1569314,1569332
1194,BSU_15030,spoVV,1570574,1571800,-1,1571901,"E, F",1571883,1571901,1571858,1571876
1195,BSU_15040,ylbK,1571981,1572763,1,1571851,A,1571832,1571850,1571806,1571824
1196,BSU_15050,ddcP,1572765,1573790,1,1572574,"F, G",1572555,1572573,1572529,1572547
1197,BSU_15060,tmcAL,1573807,1575054,-1,1575137,A,1575117,1575135,1575092,1575110
1198,BSU_15069,ylzH,1575051,1575236,-1,1576006,?,1575987,1576005,1575963,1575981
1199,BSU_15070,ylbN,1575264,1575782,1,1574995,"F, G",1574976,1574994,1574950,1574968
1200,BSU_15080,rpmF,1575804,1575983,1,1575098,A,1575079,1575097,1575054,1575072
1201,BSU_15090,gerR,1576129,1576710,1,1576086,"E, F",1576068,1576086,1576041,1576059
1202,BSU_15100,ylbP,1576767,1577249,-1,1577291,A,1577272,1577290,1577246,1577264
1203,BSU_15110,ylbQ,1577409,1578305,1,1577385,A,1577365,1577383,1577342,1577360
1205,BSU_15130,mraZ,1580121,1580552,1,1580047,A,1580027,1580045,1580004,1580022
1206,new_1581224_1582676_c,S555,1581224,1582676,-1,1582676,B,1582658,1582676,1582633,1582651
1207,BSU_15170,spoVD,1584214,1586154,1,1584186,"E, F",1584166,1584184,1584141,1584159
1208,BSU_15180,murE,1586330,1587814,1,1585977,?,1585959,1585977,1585932,1585950
1211,BSU_15210,spoVE,1590317,1591417,1,1586241,A,1586222,1586240,1586196,1586214
1214,BSU_15240,divIB,1593704,1594495,1,1590117,"E, F",1590099,1590117,1590074,1590092
1217,BSU_15270,sbp,1595935,1596300,1,1590255,E,1590237,1590255,1590210,1590228
1218,BSU_15280,ftsA,1596474,1597796,1,1596336,H,1596317,1596335,1596293,1596311
1220,BSU_15300,bpr,1599283,1603584,1,1599179,A,1599159,1599177,1599136,1599154
1221,new_1603592_1604734_c,S562,1603592,1604734,-1,1603744,?,1603725,1603743,1603701,1603719
1222,BSU_15310,spoIIGA,1603779,1604708,1,1603734,A,1603714,1603732,1603691,1603709
1223,BSU_15320,sigE,1604771,1605490,1,1605600,"F, G",1605581,1605599,1605556,1605574
1224,BSU_15340,ylmA,1606560,1607354,1,1606506,A,1606487,1606505,1606462,1606480
1225,BSU_15350,ylmB,1607556,1608836,1,1607298,A,1607279,1607297,1607255,1607273
1226,BSU_15360,ylmC,1608919,1609164,1,1608882,"E, F",1608863,1608881,1608839,1608857
1227,BSU_15370,ylmD,1609327,1610163,1,1609277,A,1609258,1609276,1609233,1609251
1229,BSU_15420,divIVA,1612521,1613015,1,1612187,D,1612168,1612186,1612144,1612162
1230,BSU_15430,ileS,1613357,1616122,1,1613056,A,1613036,1613054,1613013,1613031
1231,BSU_15440,ylyA,1616267,1616641,1,1616224,"F, G",1616205,1616223,1616179,1616197
1232,BSU_15450,lspA,1616744,1617208,1,1616692,A,1616673,1616691,1616649,1616667
1237,BSU_15480,pyrP,1619023,1620330,1,1618154,A,1618134,1618152,1618110,1618128
1241,BSU_15570,cysH,1630382,1631083,1,1630103,A,1630083,1630101,1630060,1630078
1242,BSU_15580,cysP,1631095,1632159,1,1634762,A,1634743,1634761,1634719,1634737
1243,BSU_15640,rqcH,1636131,1637849,-1,1637885,A,1637865,1637883,1637841,1637859
1244,BSU_15650,yloB,1637965,1640637,1,1637910,"E, F",1637892,1637910,1637865,1637883
1247,BSU_15680,gmk,1641949,1642563,1,1640646,A,1640628,1640646,1640601,1640619
1249,BSU_15700,yloI,1642851,1644071,1,1646367,A,1646347,1646365,1646322,1646340
1250,new_1643910_1644485_c,S572,1643910,1644485,-1,1644485,B,1644467,1644485,1644442,1644460
1251,BSU_15770,prkC,1651142,1653088,1,1653033,B,1653013,1653031,1652990,1653008
1252,BSU_15810,spoVM,1655446,1655526,1,1655152,"E, F",1655132,1655150,1655107,1655125
1253,BSU_15820,rpmB,1655599,1655787,-1,1655880,A,1655861,1655879,1655835,1655853
1254,BSU_15830,yloU,1656064,1656426,1,1655960,A,1655940,1655958,1655916,1655934
1255,BSU_15840,fakA,1656442,1658103,1,1656025,A,1656006,1656024,1655981,1655999
1256,BSU_15850,sdaAB,1658242,1658904,1,1658195,A,1658175,1658193,1658151,1658169
1257,BSU_15880,fapR,1661967,1662533,1,1661937,A,1661917,1661935,1661892,1661910
1259,BSU_15900,fabD,1663567,1664520,1,1665309,A,1665289,1665307,1665265,1665283
1260,BSU_15930,rnc,1665710,1666459,1,1665639,?,1665621,1665639,1665595,1665613
1262,BSU_15950,ftsY,1670140,1671129,1,1666541,A,1666522,1666540,1666497,1666515
1263,BSU_15960,sivC,1671166,1671651,-1,1671689,D,1671670,1671688,1671646,1671664
1264,BSU_15970,ylxM,1671828,1672160,1,1671791,A,1671771,1671789,1671747,1671765
1268,BSU_16030,trmD,1675171,1675902,1,1675933,A,1675914,1675932,1675890,1675908
1269,BSU_16050,rbgA,1676532,1677380,1,1676463,A,1676443,1676461,1676419,1676437
1271,BSU_16070,ylqG,1678250,1679980,1,1677431,D,1677413,1677431,1677386,1677404
1273,BSU_16090,sucC,1680431,1681588,1,1680380,A,1680360,1680378,1680337,1680355
1277,BSU_16130,trmFO,1685812,1687119,1,1685780,"E, F",1685760,1685778,1685737,1685755
1278,BSU_16140,codV,1687187,1688101,1,1687163,A,1687145,1687163,1687118,1687136
1279,BSU_16150,clpQ,1688114,1688659,1,1687243,A,1687225,1687243,1687200,1687218
1280,BSU_16180,flgB,1691278,1691667,1,1691052,D,1691032,1691050,1691008,1691026
1281,BSU_16190,flgC,1691667,1692119,1,1691214,A,1691194,1691212,1691169,1691187
1282,BSU_16210,fliF,1692496,1694106,1,1716477,A,1716457,1716475,1716433,1716451
1283,BSU_16490,rpsB,1717933,1718673,1,1717808,A,1717789,1717807,1717765,1717783
1285,BSU_16530,uppS,1721214,1721996,1,1721108,A,1721090,1721108,1721063,1721081
1286,BSU_16540,cdsA,1722000,1722809,1,1722813,A,1722794,1722812,1722769,1722787
1287,BSU_misc_RNA_71,surG,1731457,1731674,1,1731513,"F, G",1731493,1731511,1731469,1731487
1288,BSU_16590,ylxS,1731776,1732246,1,1731599,A,1731579,1731597,1731554,1731572
1289,BSU_16600,nusA,1732281,1733396,1,1736069,B,1736050,1736068,1736026,1736044
1290,BSU_16670,ribC,1737834,1738784,1,1737630,A,1737612,1737630,1737585,1737603
1291,BSU_16680,rpsO,1738941,1739210,1,1738824,A,1738805,1738823,1738781,1738799
1292,BSU_16690,pnpA,1739383,1741500,1,1739325,A,1739305,1739323,1739282,1739300
1293,BSU_16710,mlpA,1742617,1743846,1,1742207,"E, F",1742189,1742207,1742164,1742182
1294,BSU_16720,ymxH,1743924,1744181,1,1743890,"E, F",1743872,1743890,1743845,1743863
1295,BSU_16730,spoVFA,1744367,1745260,1,1744314,K,1744294,1744312,1744270,1744288
1296,BSU_16740,spoVFB,1745263,1745865,1,1745936,A,1745917,1745935,1745892,1745910
1297,BSU_16750,asd,1745991,1747031,1,1745970,?,1745950,1745968,1745925,1745943
1298,new_1748711_1749895_c,S601,1748711,1749895,-1,1749899,"E, F",1749881,1749899,1749855,1749873
1299,BSU_16780,rnjB,1749418,1751085,1,1749377,A,1749359,1749377,1749333,1749351
1300,BSU_16790,tepA,1751201,1751938,1,1751161,"F, G",1751142,1751160,1751118,1751136
1301,BSU_16800,spoIIIE,1752278,1754641,1,1752193,A,1752173,1752191,1752149,1752167
1303,BSU_16825,ymfD,1755649,1756857,1,1755585,"F, G",1755566,1755584,1755542,1755560
1305,BSU_16860,ymfH,1758314,1759600,1,1756968,A,1756949,1756967,1756925,1756943
1306,BSU_16880,ymfJ,1760464,1760721,1,1760417,"F, G",1760399,1760417,1760372,1760390
1307,BSU_16890,ymfK/1,1760851,1761303,1,1760797,A,1760778,1760796,1760753,1760771
1308,BSU_16900,ymfK/2,1761302,1761640,1,1761830,?,1761812,1761830,1761787,1761805
1310,BSU_16940,recA,1764645,1765691,1,1764614,A,1764596,1764614,1764569,1764587
1311,BSU_16950,pbpX,1765859,1767034,1,1765815,"W, X, Y",1765797,1765815,1765771,1765789
1312,BSU_16960,rny,1767310,1768872,1,1767136,A,1767117,1767135,1767092,1767110
1314,BSU_16980,spoVS,1769935,1770195,1,1769531,"E, F",1769511,1769529,1769487,1769505
1315,BSU_16990,tdh,1770461,1771504,1,1770412,A,1770392,1770410,1770369,1770387
1316,BSU_17010,ymcB,1772843,1774372,1,1772787,A,1772769,1772787,1772744,1772762
1317,BSU_17030,cotE,1775067,1775612,1,1774973,"E, F",1774954,1774972,1774928,1774946
1318,BSU_17040,mutS,1775745,1778321,1,1775692,A,1775672,1775690,1775647,1775665
1320,new_1780399_1780532,ncr952,1780405,1780550,1,1780399,A,1780381,1780399,1780355,1780373
1321,BSU_17060,ymzD,1780618,1781073,-1,1781165,A,1781147,1781165,1781122,1781140
1322,BSU_17070,ymcC,1781228,1781785,-1,1781905,"E, F",1781886,1781904,1781860,1781878
1323,BSU_17080,pksA,1781906,1782523,1,1781894,A,1781876,1781894,1781849,1781867
1324,BSU_17090,pksB,1782713,1783390,1,1782643,A,1782625,1782643,1782600,1782618
1326,BSU_17230,pksS,1858566,1859783,-1,1859838,?,1859819,1859837,1859794,1859812
1327,BSU_17240,ymzB,1860014,1860370,-1,1860435,?,1860416,1860434,1860391,1860409
1328,BSU_17250,ymaE,1860449,1861273,-1,1861311,A,1861291,1861309,1861266,1861284
1329,BSU_17260,aprX,1861384,1862712,-1,1862738,"A, K",1862718,1862736,1862693,1862711
1330,BSU_17266,ymzE/1,1862937,1862993,1,1862898,A,1862880,1862898,1862853,1862871
1331,BSU_17270,pghC,1863448,1864155,1,1863384,A,1863365,1863383,1863341,1863359
1332,BSU_17280,ymaD,1864225,1864677,1,1864190,A,1864170,1864188,1864145,1864163
1333,BSU_17290,ebrB,1864691,1865044,-1,1865427,A,1865408,1865426,1865382,1865400
1334,BSU_17310,ymaG,1865512,1865787,-1,1865827,K,1865809,1865827,1865784,1865802
1335,BSU_17320,ymaF,1865876,1866289,1,1865824,"E, F",1865806,1865824,1865780,1865798
1336,BSU_17330,miaA,1866389,1867333,1,1866340,A,1866320,1866338,1866297,1866315
1337,BSU_17340,hfq,1867373,1867594,1,1867334,H,1867314,1867332,1867290,1867308
1338,BSU_17360,ymzA,1868144,1868374,1,1868101,A,1868083,1868101,1868056,1868074
1341,BSU_17390,nrdF,1871089,1872078,1,1868569,A,1868551,1868569,1868524,1868542
1343,new_1872786_1873153,S623,1872786,1873153,1,1872786,?,1872768,1872786,1872743,1872761
1344,BSU_17410,cwlC,1872812,1873579,-1,1873592,K,1873574,1873592,1873548,1873566
1345,BSU_17420,spoVK,1874203,1875171,1,1874073,"E, F",1874053,1874071,1874028,1874046
1346,BSU_17430,ynbA,1875304,1876566,1,1875250,A,1875232,1875250,1875206,1875224
1349,BSU_17460,glnA,1878425,1879759,1,1877935,A,1877917,1877935,1877890,1877908
1350,BSU_17470,ynxB,1880087,1880377,1,1880043,A,1880025,1880043,1879998,1880016
1351,BSU_17500,ynaB,1881536,1881970,1,1881406,A,1881386,1881404,1881361,1881379
1353,BSU_17520,ynaD,1883166,1883678,1,1883135,H,1883117,1883135,1883091,1883109
1354,BSU_17530,ynaE,1884238,1884879,1,1884125,A,1884106,1884124,1884081,1884099
1355,BSU_17570,xynP,1887352,1888743,1,1887031,A,1887012,1887030,1886987,1887005
1356,new_1888890_1889195_c,S632,1888890,1889195,-1,1889195,K,1889177,1889195,1889151,1889169
1357,BSU_17590,xylR,1890512,1891666,-1,1891743,A,1891724,1891742,1891698,1891716
1358,BSU_17600,xylA,1891908,1893245,1,1891737,?,1891719,1891737,1891694,1891712
1360,BSU_17620,yncB,1895378,1896013,-1,1896059,A,1896040,1896058,1896016,1896034
1361,BSU_17630,yncC,1896424,1897839,1,1896225,A,1896207,1896225,1896182,1896200
1362,BSU_17640,yncD,1897941,1899125,-1,1899209,"E, F",1899191,1899209,1899164,1899182
1363,BSU_17650,yncE,1899589,1900050,1,1899547,A,1899529,1899547,1899502,1899520
1364,new_1900570_1900855_c,S641,1900570,1900855,-1,1900855,A,1900835,1900853,1900811,1900829
1365,BSU_17670,cotU,1901117,1901377,-1,1901408,K,1901390,1901408,1901364,1901382
1367,BSU_17680,thyA,1902219,1903058,1,1902168,A,1902149,1902167,1902123,1902141
1368,new_1903330_1903490,S645,1903330,1903490,1,1903319,K,1903301,1903319,1903276,1903294
1369,BSU_17690,yncM,1903511,1904233,-1,1904266,A,1904246,1904264,1904223,1904241
1370,BSU_17699,ynzK,1904393,1904749,-1,1904790,A,1904772,1904790,1904747,1904765
1371,BSU_17700,cotC,1904995,1905195,-1,1905221,K,1905203,1905221,1905177,1905195
1372,BSU_17710,tatAC,1905370,1905558,-1,1905540,?,1905521,1905539,1905495,1905513
1374,BSU_17730,yndB,1906272,1906706,-1,1906752,A,1906732,1906750,1906709,1906727
1375,BSU_17750,yndD,1907494,1909056,1,1907351,"F, G",1907332,1907350,1907306,1907324
1376,BSU_17780,yndG,1911528,1912334,1,1911492,A,1911474,1911492,1911447,1911465
1377,new_1912142_1913240_c,S651,1912142,1913240,-1,1913240,K,1913222,1913240,1913195,1913213
1378,new_1915001_1915132_c,surA,1914991,1915272,-1,1915132,?,1915112,1915130,1915089,1915107
1379,BSU_17820,pghL,1915221,1915979,1,1915124,K,1915105,1915123,1915081,1915099
1380,BSU_17830,yndM,1916006,1916545,-1,1916552,"F, G",1916532,1916550,1916509,1916527
1381,BSU_17840,fosB,1916663,1917097,1,1916636,"W, X, Y",1916617,1916635,1916593,1916611
1382,new_1917432_1917610,ncrF,1917501,1917581,1,1917432,"W, X, Y",1917413,1917431,1917388,1917406
1383,BSU_17850,lexA,1917639,1918256,-1,1918301,A,1918283,1918301,1918258,1918276
1384,BSU_17860,yneA,1918406,1918723,1,1918355,A,1918337,1918355,1918312,1918330
1385,BSU_17870,yneB,1918742,1919395,1,1919432,A,1919414,1919432,1919388,1919406
1386,BSU_17890,tkt,1919861,1921864,1,1919830,A,1919810,1919828,1919785,1919803
1387,new_1921866_1922524_c,S661,1921866,1922524,-1,1922524,A,1922505,1922523,1922480,1922498
1388,BSU_17900,sirA,1922017,1922463,1,1921964,A,1921944,1921962,1921920,1921938
1390,BSU_17920,ynzD,1922841,1923014,-1,1923059,A,1923041,1923059,1923016,1923034
1391,BSU_17930,ccdA,1923234,1923941,1,1923130,"A, H",1923111,1923129,1923085,1923103
1392,BSU_17940,yneI,1924030,1924392,1,1923997,A,1923977,1923995,1923952,1923970
1393,BSU_17950,yneJ,1924471,1924962,1,1924447,A,1924428,1924446,1924402,1924420
1394,BSU_17960,yneK,1924993,1925421,-1,1925451,A,1925432,1925450,1925407,1925425
1395,new_1925528_1925637,S665,1925528,1925637,1,1925528,K,1925509,1925527,1925484,1925502
1396,BSU_17970,cotM,1925655,1926047,-1,1926048,K,1926029,1926047,1926004,1926022
1397,BSU_17980,sspP,1926128,1926274,-1,1926464,"F, G",1926446,1926464,1926421,1926439
1398,BSU_17990,sspO,1926306,1926452,-1,1926704,?,1926686,1926704,1926661,1926679
1399,BSU_18000,citB,1926680,1929409,1,1925915,"E, F",1925897,1925915,1925872,1925890
1401,BSU_18019,ynzL,1930074,1930199,1,1930038,"F, G",1930020,1930038,1929994,1930012
1402,BSU_18020,sspN,1930264,1930410,1,1930249,"F, G",1930231,1930249,1930204,1930222
1403,BSU_18030,tlp,1930447,1930698,1,1930250,"F, G",1930231,1930249,1930206,1930224
1404,BSU_18040,yneP,1930834,1931199,1,1930742,A,1930723,1930741,1930698,1930716
1405,BSU_18060,yneR,1931545,1931832,-1,1931874,A,1931855,1931873,1931831,1931849
1407,BSU_18080,yneT,1932671,1933078,1,1932634,A,1932615,1932633,1932589,1932607
1408,BSU_18090,parE,1933477,1935444,1,1933162,A,1933143,1933161,1933117,1933135
1409,BSU_18110,ynfC,1938066,1938476,-1,1938452,A,1938434,1938452,1938407,1938425
1410,BSU_18120,alsT,1938925,1940322,1,1938847,A,1938827,1938845,1938803,1938821
1411,new_1940412_1941158_c,S675,1940412,1941158,-1,1941180,K,1941162,1941180,1941135,1941153
1412,BSU_18130,bglC,1940625,1942124,1,1940572,A,1940552,1940570,1940527,1940545
1413,BSU_18150,xynC,1942714,1943982,-1,1945977,A,1945958,1945976,1945933,1945951
1414,BSU_18170,yngA,1946249,1946695,1,1946230,A,1946210,1946228,1946186,1946204
1415,BSU_18180,yngB,1946702,1947595,1,1947220,A,1947200,1947218,1947175,1947193
1416,BSU_18200,nrnB,1948313,1949512,-1,1949584,"F, G",1949566,1949584,1949541,1949559
1417,BSU_18210,yngE,1949682,1951217,-1,1957383,"E, F",1957363,1957381,1957338,1957356
1418,BSU_18280,yngK,1958027,1959559,-1,1959597,K,1959579,1959597,1959554,1959572
1419,BSU_18290,yngL,1959695,1960087,-1,1960122,"F, G",1960102,1960120,1960079,1960097
1420,BSU_18300,ppsE,1960198,1964037,-1,1998066,A,1998047,1998065,1998022,1998040
1421,BSU_18350,dacC,1998340,1999815,-1,2000867,H,2000848,2000866,2000823,2000841
1422,BSU_18370,yoeA,2000960,2002351,-1,2002456,?,2002438,2002456,2002413,2002431
1423,BSU_18380,iseA,2002637,2003182,1,2002172,B,2002152,2002170,2002128,2002146
1424,BSU_18390,yoeC,2003401,2003946,-1,2004000,A,2003982,2004000,2003956,2003974
1425,BSU_18400,yoeD,2004262,2004492,-1,2004530,A,2004511,2004529,2004485,2004503
1426,BSU_18410,ggt,2004677,2006440,1,2004632,A,2004614,2004632,2004587,2004605
1427,BSU_18420,yofA,2006541,2007398,-1,2007464,A,2007446,2007464,2007420,2007438
1428,BSU_18440,gltB,2008572,2010053,-1,2014688,A,2014670,2014688,2014643,2014661
1430,BSU_18460,gltC,2014779,2015681,1,2013153,?,2013134,2013152,2013110,2013128
1431,BSU_18470,proJ,2015733,2016848,-1,2017746,A,2017727,2017745,2017702,2017720
1432,BSU_18480,proH,2016845,2017738,-1,2017809,"E, F",2017790,2017808,2017765,2017783
1433,BSU_18490,rtp,2017886,2018254,-1,2018312,H,2018292,2018310,2018269,2018287
1434,BSU_18500,yoxD,2018554,2019270,-1,2019317,A,2019299,2019317,2019274,2019292
1435,BSU_18510,yoxC,2019421,2019726,1,2019396,B,2019378,2019396,2019351,2019369
1437,BSU_18530,yoaA,2020611,2021144,1,2020568,A,2020548,2020566,2020524,2020542
1438,BSU_18540,yoaB,2021223,2022467,-1,2025291,A,2025272,2025290,2025247,2025265
1439,BSU_18570,yoaE,2025400,2027442,1,2025358,A,2025339,2025357,2025314,2025332
1441,BSU_18590,yoaG,2028175,2028579,-1,2028675,"W, X, Y",2028655,2028673,2028632,2028650
1443,BSU_18610,yoaH,2029429,2031114,-1,2031202,D,2031182,2031200,2031158,2031176
1444,BSU_18620,yoaI,2031439,2032890,1,2031390,K,2031372,2031390,2031345,2031363
1445,BSU_18630,yoaJ,2032927,2033625,-1,2033679,A,2033661,2033679,2033635,2033653
1446,BSU_18660,yoaM,2036039,2036722,1,2036012,"F, G",2035994,2036012,2035967,2035985
1447,BSU_18669,yozS,2037063,2037368,-1,2037470,A,2037451,2037469,2037426,2037444
1448,BSU_18670,oxdD,2037601,2038779,-1,2038809,K,2038791,2038809,2038766,2038784
1449,BSU_18700,yoaQ,2040673,2041029,1,2040654,"E, F",2040634,2040652,2040610,2040628
1450,BSU_18709,yozT,2040988,2041227,-1,2042856,"F, G",2042838,2042856,2042813,2042831
1452,BSU_18730,yoaS,2043186,2043668,1,2043139,A,2043120,2043138,2043094,2043112
1453,BSU_18780,yoaW,2046980,2047411,-1,2047439,A,2047421,2047439,2047394,2047412
1454,BSU_18800,penP,2048533,2049453,1,2048471,A,2048452,2048470,2048427,2048445
1455,BSU_18820,yobB,2050689,2050952,1,2050649,A,2050631,2050649,2050604,2050622
1456,BSU_18830,pps,2051329,2053929,-1,2054039,A,2054021,2054039,2053994,2054012
1457,new_2053985_2054612,ncr1015,2053989,2054109,1,2053985,A,2053966,2053984,2053940,2053958
1458,BSU_18840,xynA,2054599,2055240,-1,2055338,A,2055320,2055338,2055294,2055312
1459,BSU_18849,yozV,2055868,2056107,-1,2056154,A,2056135,2056153,2056111,2056129
1460,BSU_18850,yobD,2056278,2056616,1,2056242,A,2056222,2056240,2056198,2056216
1461,BSU_18890,yobF,2058715,2059638,-1,2059497,A,2059477,2059495,2059453,2059471
1462,BSU_18908,yozY,2060817,2061077,1,2060778,A,2060759,2060777,2060733,2060751
1463,BSU_18909,yozZ,2061855,2061995,1,2061526,A,2061507,2061525,2061483,2061501
1464,BSU_18910,rapK,2062150,2063265,1,2062097,A,2062078,2062096,2062053,2062071
1466,BSU_18930,yobH,2063510,2064163,-1,2065456,?,2065436,2065454,2065412,2065430
1467,BSU_18960,yozM,2065042,2065377,1,2064984,A,2064966,2064984,2064939,2064957
1468,BSU_18970,yobI,2065424,2069029,-1,2069174,A,2069155,2069173,2069129,2069147
1470,BSU_misc_RNA_74,SR5,2069732,2070115,-1,2070118,A,2070100,2070118,2070073,2070091
1471,new_2069824_2069977,SR5,2069821,2070075,1,2069802,A,2069784,2069802,2069758,2069776
1473,BSU_18980,yobJ,2070244,2071086,-1,2071114,"W, X, Y",2071096,2071114,2071071,2071089
1474,BSU_19000,yobL,2071754,2073556,-1,2073596,A,2073578,2073596,2073551,2073569
1475,BSU_19010,yobM,2073658,2074215,-1,2074617,A,2074599,2074617,2074572,2074590
1476,BSU_19020,yobN,2074343,2075779,1,2074310,"E, F",2074292,2074310,2074265,2074283
1477,BSU_19030,yobO,2076206,2078626,1,2076113,H,2076094,2076112,2076069,2076087
1478,new_2079086_2079196,bsrF,2079094,2079203,1,2079086,A,2079066,2079084,2079042,2079060
1479,BSU_19040,csaA,2079214,2079546,-1,2081141,A,2081123,2081141,2081098,2081116
1480,BSU_19050,yobQ,2079611,2080336,-1,2082484,A,2082464,2082482,2082440,2082458
1481,BSU_19060,yobR,2080351,2081094,-1,2082528,A,2082508,2082526,2082484,2082502
1482,BSU_19090,yobU,2082531,2083013,-1,2083056,?,2083036,2083054,2083012,2083030
1483,BSU_19100,yobV,2083067,2084008,-1,2084046,A,2084027,2084045,2084001,2084019
1484,BSU_19110,yobW,2084214,2084759,1,2084109,K,2084090,2084108,2084066,2084084
1485,BSU_19120,czrA,2084786,2085109,-1,2085141,A,2085123,2085141,2085098,2085116
1486,BSU_19130,yocA,2085303,2085980,1,2085247,A,2085228,2085246,2085202,2085220
1487,BSU_19140,yozB,2086070,2086606,-1,2086653,A,2086633,2086651,2086609,2086627
