,k_d_RNAP,k_eq_opening,k_escape
b4088,-3.384740463168359,-2.4616164892430152,-2.36459087893996
b4089,-3.6329280881338124,-2.2139545313625013,-2.1170685277427324
b4090,-3.412681027719382,-2.4337002964940186,-2.336681234636149
b4092,-3.4847591775359605,-2.3617119135351183,-2.2647169072259437
b4093,-3.5375508191447063,-2.309021312563879,-2.212053263073188
b4094,-3.305514243790156,-2.5407945164264807,-2.4437559355553726
b4095,-3.07218240316214,-2.7740734957978104,-2.6770206543127406
b4096,-3.0885301603120574,-2.7577273125266157,-2.6606748961390703
b4097,-3.0251013300994547,-2.8211509140924713,-2.7240970853513824
b4098,-3.0008728385201544,-2.8453779403507324,-2.748323715738061
b4099,-2.991981990064769,-2.854268309715139,-2.757213955665265
b4100,-2.9550665038528883,-2.8911820935103982,-2.794127279491119
b4101,-2.9341637121768116,-2.912084097202821,-2.815029070268969
b4102,-2.9579956226095705,-2.8882530945475753,-2.7911983128961246
b4105,-3.0980071009842556,-2.7482513690578525,-2.651199221994384
b4106,-3.018676574914442,-2.82757525651034,-2.730521316258674
b4109,-3.5719133057669086,-2.274747693479119,-2.177803248543891
b4110,-3.590228789414782,-2.2564890721976374,-2.159559679560895
b4111,-3.8887502529308935,-1.9614512744787707,-1.8653710302207303
b4115,-3.2091537188064683,-2.637122932490251,-2.5400756936249658
b4116,-3.296077550085915,-2.550227039289567,-2.4531873345029234
b4117,-3.258508187737513,-2.5877822522809146,-2.4907387330492674
b4118,-3.496645611099536,-2.3498451023283424,-2.2528553410235186
b4119,-3.4153108001414276,-2.4310730706310353,-2.3340546925789734
b4120,-3.345282393262993,-2.5010472703237125,-2.404014319001911
b4122,-3.2996992171435866,-2.5466069408069982,-2.4495676587294253
b4123,-3.2663891316023435,-2.579903979581169,-2.4828611806455774
b4124,-3.616684815899871,-2.230129232875083,-2.133225211678203
b4125,-3.573902398027261,-2.2727644291486144,-2.175821528787234
b4128,-3.397037764441646,-2.4493293352760457,-2.3523064523474297
b4559,-3.2756734777105625,-2.570622973009375,-2.473581074474695
b4129,-3.69392446305743,-2.1532990289173495,-2.05650173995269
b4131,-3.1352818574136756,-2.710981234525249,-2.6139303355781
b4132,-3.0121438929418844,-2.83410753715514,-2.737053488481243
b4133,-3.337029272733567,-2.509295567128561,-2.4122613171998015
b4135,-3.841205505039045,-2.0078332510610886,-1.911485106038426
b4137,-3.7220257559861816,-2.125412118758303,-2.0286699026096424
b4138,-3.874679705737989,-1.9751319884903848,-1.8789635958724626
b4139,-3.7726339832566413,-2.0753186542001103,-1.9787064278002333
b4140,-3.627335234937278,-2.219522882949018,-2.1226304479345917
b4142,-4.132664283864226,-1.7466602004794292,-1.6539306550031923
b4143,-4.131858168819544,-1.7471486922900492,-1.6544044726242686
b4144,-3.9672597271691137,-1.8861639771583016,-1.7907513355285825
b4147,-4.0787567641678155,-1.7860792635100862,-1.6923129973403093
b4411,-3.9985038039880987,-1.8569501080090074,-1.7619061875775177
b4148,-3.6787258292826794,-2.168398454828943,-2.0715754922030225
b4149,-3.7022788390895225,-2.1450039458898194,-2.0482219442194314
b4150,-3.5189721163679084,-2.327560149139098,-2.2305814788057763
b4151,-3.6220645428465437,-2.224771352685408,-2.127873078186072
b4152,-3.641472549010671,-2.2054494212506643,-2.1085737313633164
b4153,-3.67454376154357,-2.1725550561810185,-2.0757254839188675
b4154,-3.701184956963129,-2.1460898615363173,-2.04930580837102
b4155,-3.5781678163607626,-2.26851178550757,-2.171572269350262
b4159,-3.5587863035122673,-2.287838204528298,-2.190884078802117
b4160,-3.8424457782698602,-2.0066182199159894,-1.9102760511237566
b4166,-3.584077328268058,-2.262620615475501,-2.165685954828231
b4167,-3.6861134650655987,-2.1610576999894002,-2.0642468844033637
b4168,-3.696192932437179,-2.1510463109577382,-2.054253087272574
b4169,-3.688497644710164,-2.1586891843195475,-2.0618824213860454
b4170,-3.7013118685981574,-2.145963870975101,-2.0491800550401384
b4171,-4.013540468091907,-1.8431241026848961,-1.7482825693437993
b4173,-3.945846719427225,-1.9064788074795875,-1.810850465827688
b4174,-3.9826492399087763,-1.8717021322410834,-1.7764626776363754
b4175,-3.9670450045533054,-1.886366637743937,-1.7909516906204128
b4177,-4.190553130562582,-1.7257158642309238,-1.633665138613558
b4178,-3.7192319919924284,-2.128182583755015,-2.031434409155723
b4179,-3.793222957845203,-2.0549999085774253,-1.9584546660876068
b4180,-3.7308580578200727,-2.1166566331892875,-2.0199340157279404
b4181,-3.1698218214376976,-2.6764467577336024,-2.57939734023421
b4187,-3.5615423280704315,-2.2850895657320045,-2.1881374007112693
b4189,-3.6561986373516118,-2.1907969891667096,-2.0939405534675646
b4192,-3.328427060086079,-2.5178930370601487,-2.4208575100494465
b4193,-3.179372135421723,-2.666898206887458,-2.5698492653215137
b4194,-3.306552482198837,-2.5397567537593195,-2.4427183010723383
b4195,-3.300501466157641,-2.545805044606319,-2.4487658576027806
b4196,-3.3919627589109473,-2.4544000479626966,-2.357376011368162
b4197,-3.3335522521187575,-2.5127706366466236,-2.415735861375627
b4198,-3.3476249719351747,-2.4987061118312686,-2.4016735427841978
b4206,-3.8214318564772505,-2.027234869339566,-1.930797801856736
b4208,-3.829150907492093,-2.0196544843753332,-1.9232507456709071
b4209,-3.3078509257129407,-2.5384589100506303,-2.441420618971605
b4213,-3.6327878997627754,-2.2140940936977067,-2.117207925842269
b4216,-3.485453627219298,-2.361018566142715,-2.264023854599906
b4217,-3.903852578721512,-1.9468185931435686,-1.8508423539302608
b4219,-3.811410773700005,-2.0370874968557584,-1.940609643103156
b4224,-3.554115905920488,-2.292496406714267,-2.195539041984808
b4225,-3.534866006752714,-2.31170003942937,-2.2147303699545184
b4233,-3.805980825346251,-2.0424312952610926,-1.9459324561803695
b4235,-3.779393160510798,-2.0686437242833895,-1.9720524730305087
b4237,-3.4892998592708664,-2.357178536600163,-2.2601854834040687
b4238,-3.6052732747215632,-2.241497082830954,-2.1445815512454107
b4239,-3.3352163537726227,-2.511107462925579,-2.414072937510918
b4240,-3.405750764087069,-2.4406240675789,-2.343603261966537
b4241,-3.5921854602281083,-2.2545389192832936,-2.1576112494815387
b4242,-3.5694242100218427,-2.277229609777292,-2.180283261499394
b4243,-4.124120320649761,-1.7520430362322514,-1.6591545282774542
b4249,-3.3309769811030714,-2.5153444925631,-2.4183093362400263
b4254,-3.7625208405336115,-2.085313274203218,-1.9886713972198835
b4255,-4.026614897694208,-1.831258905945983,-1.736607270868868
b4258,-3.939893726842785,-1.9121607110678396,-1.8164772858055582
b4260,-3.922278739038388,-1.9290484395978793,-1.8332135457830847
b4264,-3.592751488742948,-2.2539747930311305,-2.1570476259437106
b4265,-3.421996692217845,-2.4243938661215934,-2.327377283439803
b4266,-3.3436874420896885,-2.5026412676681877,-2.405608059586807
b4267,-3.306978134631964,-2.539331297359119,-2.442292897490563
b4268,-3.301610630716089,-2.5446963710751103,-2.4476573163880606
b4279,-3.4168195400243464,-2.429565812866802,-2.332547832758205
b4280,-3.5158596928321937,-2.330666385006962,-2.2336860644360574
b4287,-3.4835465896920264,-2.362922589382739,-2.265927071746029
b4288,-3.344694436147901,-2.5016348745956805,-2.404601828293956
b4289,-3.31460058335062,-2.5317124587319686,-2.434675031467912
b4290,-3.485582488523221,-2.3608899099654197,-2.263895253274366
b4291,-3.4740601198926844,-2.372394645077757,-2.2753952711958583
b4292,-3.6210517087913106,-2.2257800101682954,-2.128880637492365
b4293,-3.7274169259407413,-2.1200672545901393,-2.0233368612489095
b4309,-3.3233655037773144,-2.5229519319709177,-2.4259156881963366
b4310,-3.497639628073676,-2.348852801080645,-2.2518634981574643
b4311,-3.223693407394658,-2.62258682930246,-2.525540557860638
b4312,-3.7038923908458203,-2.143402259634742,-2.0466233120971355
b4313,-3.400600694573413,-2.4457695105278816,-2.3487474620017617
b4321,-3.3181292810816814,-2.5281854978587748,-2.4311485384682254
b4322,-3.5329730190125326,-2.313588804498801,-2.216618010667455
b4323,-3.481391225916835,-2.3650745941817353,-2.268078178139783
b4324,-3.6793184999827377,-2.1678094548356994,-2.0709874442678986
b4326,-3.519081883834405,-2.3274506023579353,-2.2304719908721373
b4347,-3.3864674662811507,-2.4598908594982043,-2.362865618401693
b4354,-3.3964396695126773,-2.4499269163985136,-2.3529038954008175
b4355,-3.7123459103369383,-2.1350131954081064,-2.038250808702755
b4357,-3.3893088881510685,-2.4570517333180417,-2.3600271093259675
b4360,-3.7185123398847226,-2.128896309612016,-2.032146618400709
b4361,-3.671222448681698,-2.175856676768584,-2.0790219880952674
b4362,-3.710288118071912,-2.1370549363175226,-2.0402884301392925
b4363,-3.3796911078638368,-2.466661922199096,-2.369635257309934
b4364,-3.473137010346246,-2.3733164021457216,-2.2763166662988765
b4365,-3.077263579131787,-2.7689927901130234,-2.6719400756530187
b4366,-3.194494310704897,-2.651779072805712,-2.5547309520764174
b4367,-3.991553681949265,-1.8633968204970643,-1.7682649798769403
b4567,-3.513506140308263,-2.3330153469114925,-2.2360338017253114
b4372,-3.7481338266573694,-2.099546037449076,-2.0028653224826343
b4373,-3.743137995424283,-2.1044919644091697,-2.0077986236708
b4374,-3.7080069563581053,-2.139318578869558,-2.042547572969297
b4376,-4.008789856421503,-1.8474729646164392,-1.752565662216092
b4381,-3.731618371317251,-2.115903163631077,-2.019182288878717
b4382,-3.6909889564733955,-2.1562145274066076,-2.0594120702255734
b4383,-3.9037213951709466,-1.9469454483301845,-1.850968261390013
b4384,-3.9667531999519174,-1.8866420868986271,-1.7912240114255922
b4386,-3.5665784493316783,-2.2800673141558767,-2.1831188293114323
b4387,-3.556533679121344,-2.2900848970855994,-2.1931291961411783
b4388,-3.731860922199163,-2.1156628039704444,-2.0189424870619077
b4389,-3.715114989742457,-2.1322660929219484,-2.0355093414093055
b4392,-3.687669873470538,-2.159511486935136,-2.0627033094732896
b4393,-3.7684298651149533,-2.079472436067987,-1.9828476374389477
b4396,-3.908113723013951,-1.9427005587865072,-1.8467555421626043
b4397,-3.7350894647812765,-2.1124637964306987,-2.0157509929773223
b4398,-3.644206215993927,-2.2027288538378715,-2.1058565931071427
b4399,-3.4848718489286417,-2.3615994206223427,-2.2646044620419494
b4400,-3.3415045597910256,-2.5048228615029418,-2.4077893065640743
b4401,-4.086468345870116,-1.7798200582248824,-1.6861999521939002
